암호화요양코드,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,좌표(X),좌표(Y)
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,순천향대학교부속부천병원,1,상급종합,310000,경기,310303,부천원미구,,14584,"경기도 부천시 원미구 조마루로 170, (중동)",032-621-5114,www.schmc.ac.kr/bucheon/kor/index.do,20010129,126.7629626,37.4986998
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,아주대학교병원,1,상급종합,310000,경기,310604,수원영통구,원천동,16499,"경기도 수원시 영통구 월드컵로 164, (원천동)",031-219-5114,http://hosp.ajoumc.or.kr/,19940425,127.0476837,37.2794612
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,양산부산대학교병원,1,상급종합,380000,경남,381100,양산시,물금읍,50612,"경상남도 양산시 물금읍 금오로 20, (물금읍)",055-360-1000,http://www.pnuyh.co.kr/content/,20081024,129.0057274,35.3281501
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz,연세대학교 원주세브란스기독병원,1,상급종합,320000,강원,320400,원주시,일산동,26426,"강원특별자치도 원주시 일산로 20-0,  (일산동)",033-741-0114,http://wch.or.kr/,19770501,127.9456639,37.3490013
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,연세대학교의과대학 강남세브란스병원,1,상급종합,110000,서울,110001,강남구,도곡동,6273,"서울특별시 강남구 언주로 211, 강남세브란스병원 (도곡동)",02-2019-3114,http://gs.iseverance.com,19830404,127.0462683,37.4929296
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,연세대학교의과대학세브란스병원,1,상급종합,110000,서울,110010,서대문구,신촌동,3722,"서울특별시 서대문구 연세로 50-1, (신촌동)",02-2228-0114,http://www.yuhs.or.kr,19740325,126.9408265,37.5623446
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,영남대학교병원,1,상급종합,230000,대구,230001,대구남구,대명동,42415,"대구광역시 남구 현충로 170, (대명동)",053-623-8001,http://www.yumc.ac.kr/00_main/main.htm,19830314,128.58205,35.848107
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,원광대학교병원,1,상급종합,350000,전북,350300,익산시,신동,54538,"전라북도 익산시 무왕로 895, (신동)",063-859-1114,http://www.wkuh.org/,19811027,126.9595793,35.9646389
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz,의료법인 길의료재단 길병원,1,상급종합,220000,인천,220006,인천남동구,구월동,21565,"인천광역시 남동구 남동대로774번길 21-0, 의료법인길의료재단길병원",,www.gilhospital.com/,19870217,126.7092258,37.452171
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,이화여자대학교의과대학부속목동병원,1,상급종합,110000,서울,110020,양천구,목동,7985,"서울특별시 양천구 안양천로 1071, (목동)",02-2650-5114,http://www.eumc.ac.kr/mokdong/,19930730,126.8862379,37.5362859
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,인제대학교부산백병원,1,상급종합,210000,부산,210004,부산진구,개금동,47392,"부산광역시 부산진구 복지로 75, 진사로83번길 75, 진사로83번길 81, 1층(일부), 3층 (개금동)",051-890-6114,,19790601,129.0208609,35.1455173
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,인하대학교의과대학부속병원,1,상급종합,220000,인천,220004,인천중구,신흥동3가,22332,"인천광역시 중구 인항로 27, (신흥동3가)",032-890-2114,http://www.inha.com/mainpage/index.htm,19960322,126.6340955,37.4586786
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,재단법인아산사회복지재단 서울아산병원,1,상급종합,110000,서울,110018,송파구,풍납동,5505,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",02-3010-3114,http://www.amc.seoul.kr,19890520,127.107935,37.5265762
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,전남대학교병원,1,상급종합,240000,광주,240001,광주동구,학동,61469,"광주광역시 동구 제봉로 42,  (학동)",062-1899-0000,http://www.cnuh.com/,19830415,126.9215805,35.1418094
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,전북대학교병원,1,상급종합,350000,전북,350402,전주덕진구,금암동,54907,"전라북도 전주시 덕진구 건지로 20,  (금암동)",063-250-1129,http://www.cuh.co.kr/,19830128,127.1411626,35.8470974
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,조선대학교병원,1,상급종합,240000,광주,240001,광주동구,학동,61453,"광주광역시 동구 필문대로 365,  (학동)",062-220-3321,http://hosp.chosun.ac.kr,19830415,126.9261468,35.1390538
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,중앙대학교병원,1,상급종합,110000,서울,110008,동작구,흑석동,6973,"서울특별시 동작구 흑석로 102, (흑석동)",1800-1114,http://ch.cauhs.or.kr/,20041201,126.9607839,37.5067481
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,충남대학교병원,1,상급종합,250000,대전,250005,대전중구,대사동,0,"대전광역시 중구 문화로 282- , (대사동)",042-1599-7123,www.cnuh.co.kr/,19841105,127.415363,36.316908
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,충북대학교병원,1,상급종합,330000,충북,330104,청주서원구,개신동,28644,"충청북도 청주시 서원구 1순환로 776-0, 충북대학교병원",043-269-6114,http://www.cbnuh.or.kr/business/main.action,19910531,127.4614843,36.6242237
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,칠곡경북대학교병원,1,상급종합,230000,대구,230003,대구북구,학정동,41404,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",053-200-2000,www.knumc.org,20101029,128.5646727,35.9564207
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,학교법인 건양교육재단 건양대학교병원,1,상급종합,250000,대전,250003,대전서구,관저동,35365,"대전광역시 서구 관저동로 158, (관저동)",042-600-9999,http://www.kyuh.ac.kr/,19991120,127.342613,36.306642
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),1,상급종합,110000,서울,110012,성북구,안암동5가,2841,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",1577-0083,http://anam.kumc.or.kr/main/index.do,19740325,127.0263537,37.5870165
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,학교법인 울산공업학원 울산대학교병원,1,상급종합,260000,울산,260002,울산동구,,44033,"울산광역시 동구 대학병원로 25, 울산대학교병원 (전하동)",052-250-7000,http://www.uuh.ulsan.kr/main/main.asp,19870701,129.4289116,35.5200702
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz,학교법인가톨릭학원가톨릭대학교서울성모병원,1,상급종합,110000,서울,110021,서초구,반포동,6591,"서울특별시 서초구 반포대로 222, (반포동)",02-1588-1511,http://www.cmcseoul.or.kr/,19800502,127.0051154,37.5009444
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,학교법인성균관대학삼성창원병원,1,상급종합,380000,경남,380701,창원마산회원구,합성동,51353,"경상남도 창원시 마산회원구 팔용로 158-158, (합성동, 삼성창원병원)",055-233-8899,http://smc.skku.edu,19810311,128.5923771,35.2424957
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,한림대학교성심병원,1,상급종합,310000,경기,310702,안양동안구,평촌동,14068,"경기도 안양시 동안구 관평로170번길 22, (평촌동)",031-380-1500,http://hallym.hallym.or.kr/,19981217,126.9620529,37.3917575
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,한양대학교병원,1,상급종합,110000,서울,110011,성동구,사근동,4763,"서울특별시 성동구 왕십리로 222-1, (사근동)",02-2290-8114,http://seoul.hyumc.com,19720424,127.0441339,37.5596569
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz,화순전남대학교병원,1,상급종합,360000,전남,360022,화순군,화순읍,58128,"전라남도 화순군 화순읍 서양로 322, (화순읍)",061-379-7114,http://www.cnuhh.com/,20040406,127.0025,35.0594333
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,(의)나사렛의료재단 나사렛국제병원,11,종합병원,220000,인천,220007,인천연수구,동춘동,21972,"인천광역시 연수구 먼우금로 98,  (동춘동)",032-899-9999,http://www.nasaret.co.kr/,20091201,126.6704928,37.407958
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,(의)성세의료재단 뉴성민병원,11,종합병원,220000,인천,220005,인천서구,석남동,22789,"인천광역시 서구 신석로 70, (석남동)",032-726-1000,http://www.smgh.co.kr,19930708,126.6698519,37.5097753
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,(의)영문의료재단 다보스병원,11,종합병원,310000,경기,312003,용인처인구,김량장동,17063,"경기도 용인시 처인구 백옥대로1082번길 18, 다보스종합병원 (김량장동)",031-8021-2114,http://www.davoshospital.co.kr,20081224,127.2114648,37.2314883
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,(재)미리내천주성삼성직수도회천주성삼병원,11,종합병원,230000,대구,230005,대구수성구,신매동,42274,"대구광역시 수성구 달구벌대로 3190, (신매동, 천주성삼병원)",053-790-1000,,20030124,128.7057102,35.8402518
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,KS병원,11,종합병원,240000,광주,240004,광주광산구,수완동,62248,"광주광역시 광산구 왕버들로 220,  (수완동)",062-975-9000,http://www.kshosp.com,20110422,126.8331484,35.1979238
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,가톨릭관동대학교 국제성모병원,11,종합병원,220000,인천,220005,인천서구,심곡동,22711,"인천광역시 서구 심곡로100번길 25-0, 인천국제성모병원",032-1600-8291,www.ish.or.kr,20140117,126.6836103,37.5424165
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,가톨릭대학교 여의도성모병원,11,종합병원,110000,서울,110013,영등포구,여의도동,7345,"서울특별시 영등포구 63로 10, 여의도성모병원 (여의도동)",1661-7575,http://www.cmcujb.or.kr/,19860820,126.9367517,37.5183253
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,가톨릭대학교 은평성모병원,11,종합병원,110000,서울,110015,은평구,진관동,3312,"서울특별시 은평구 통일로 1021, (진관동)",02-1811-7755,http://www.cmcep.or.kr/,19610515,126.9161912,37.6334945
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,가톨릭대학교부천성모병원,11,종합병원,310000,경기,310303,부천원미구,,14647,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",032-1577-0675,http://www.cmcbucheon.or.kr,19831108,126.7924167,37.4871165
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,가톨릭대학교의정부성모병원,11,종합병원,310000,경기,310800,의정부시,금오동,11765,"경기도 의정부시 천보로 271, 의정부성모병원 (금오동)",1661-7500,http://www.cmcujb.or.kr/,19711230,127.0777625,37.7587045
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,강남베드로병원,11,종합병원,110000,서울,110001,강남구,도곡동,6271,"서울특별시 강남구 남부순환로 2649, 베드로병원 (도곡동)",1544-7522,,20031219,127.0396045,37.4856196
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz,강남병원,11,종합병원,310000,경기,312001,용인기흥구,신갈동,17064,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",031-300-0114,http://www.knmc.or.kr,20000701,127.1115072,37.2737515
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDYjJDgz,강남종합병원,11,종합병원,230000,대구,230002,대구동구,방촌동,41145,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",053-980-9000,,20030627,128.6639117,35.8827739
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,강동경희대학교의대병원,11,종합병원,110000,서울,110002,강동구,상일동,5278,"서울특별시 강동구 동남로 892, (상일동)",02-440-7114,http://www.khnmc.or.kr,20060227,127.1576732,37.5535361
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,강원대학교병원,11,종합병원,320000,강원,320500,춘천시,효자동,24289,"강원특별자치도 춘천시 백령로 156, (효자동)",033-258-2000,http://www.knuh.or.kr/main/main.asp,19820708,127.744891,37.8751611
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,강원특별자치도강릉의료원,11,종합병원,320000,강원,320100,강릉시,남문동,25535,"강원특별자치도 강릉시 경강로 2007, 2007 (남문동)",033-610-1200,http://www.gnmc.or.kr,19830701,128.8888317,37.7492828
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,강원특별자치도삼척의료원,11,종합병원,320000,강원,320700,삼척시,남양동,25920,"강원특별자치도 삼척시 오십천로 418-0, 삼척의료원",033-572-1141,http://www.ksmc.or.kr,19830701,129.1638017,37.4403018
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,강원특별자치도속초의료원,11,종합병원,320000,강원,320300,속초시,영랑동,24821,"강원특별자치도 속초시 영랑호반길 3, (영랑동)",033-630-6000,http://www.sokchomc.co.kr,19830701,128.5892485,38.2164607
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,강원특별자치도영월의료원,11,종합병원,320000,강원,320006,영월군,영월읍,26234,"강원특별자치도 영월군 영월읍 중앙1로 59, (영월읍)",033-370-9101,http://www.youngwol.org/,19830701,128.4652388,37.1864525
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,강원특별자치도원주의료원,11,종합병원,320000,강원,320400,원주시,개운동,26448,"강원특별자치도 원주시 서원대로 387- ,  (개운동)",033-760-4605,http://www.kwmc.or.kr,19830701,127.949225,37.332608
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,강일병원,11,종합병원,380000,경남,380100,김해시,구산동,50905,"경상남도 김해시 가락로 359, (구산동)",055-822-0100,,20170315,128.8696709,35.2566817
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,건국대학교 충주병원,11,종합병원,330000,충북,330200,충주시,교현동,27376,"충청북도 충주시 국원대로 82-0, 건국대학교충주병원",043-840-8200,http://www.kuh.co.kr,19890725,127.9288169,36.9789801
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,검단탑병원,11,종합병원,220000,인천,220005,인천서구,당하동,0,"인천광역시 서구 청마로19번길 5- , (당하동)",032-590-0114,http://www.tophospital.co.kr/,20090112,126.6711792,37.5924835
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,경기도의료원 수원병원,11,종합병원,310000,경기,310602,수원장안구,정자동,16316,"경기도 수원시 장안구 수성로245번길 69, (정자동)",031-888-0114,https://www.medical.or.kr/suwon/index.do,19651221,126.9963375,37.2918917
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,경기도의료원 안성병원,11,종합병원,310000,경기,312400,안성시,당왕동,17568,"경기도 안성시 남파로 95, 경기도의료원 안성병원 (당왕동)",031-8046-5000,http://www.medical.or.kr/_as_gpmc,19830701,127.2603668,37.0173531
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,경기도의료원 이천병원,11,종합병원,310000,경기,312100,이천시,관고동,17366,"경기도 이천시 경충대로 2742, (관고동)",031-630-4200,,19831001,127.4330563,37.2828595
